1,"平成28年経済センサス‐活動調査　追加集計","","","","","","","","","","","","","","","",""
2,"","","","","","","第１表　産業（中分類）、常用雇用者規模（10区分）別民営事業所数－市区町村","","","","","","","","","",""
3,"","","","","","","Table 1  Establishments, by Industry Major Groups and Size of Regular Employees (10 Groups), for Municipalities - Privately Owned  ","","","","","","","","","",""
4,"","","","","","","","","","","","","","","","",""
5,"","","","","","","joyokibo10.0000","joyokibo10.0001","joyokibo10.0002","joyokibo10.0003","joyokibo10.0004","joyokibo10.0005","joyokibo10.0006","joyokibo10.0007","joyokibo10.0008","joyokibo10.0009","joyokibo10.0010"
6,"","","","","","","0","1","1","1","1","1","1","1","1","1","1"
7,"","","","","","","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000"
8,"","","","","","","0","0","0","0","0","0","0","0","0","0","0"
9,"","","","","","","総数(常用雇用者規模)","0人","1～4人","5～9人","10～19人","20～29人","30～49人","50～99人","100～199人","200～299人","300人以上"
10,"","","地域","","","産業中分類","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数"
11,"ti.15100","2","新潟市","sanB.0000","0","A～R 全産業（Ｓ公務を除く）",35510,9434,12929,5784,3912,1375,1043,665,252,59,57
12,"ti.15100","2","新潟市","sanB.0001","1","　A～B 農林漁業",139,17,60,27,20,6,7,1,1,-,-
13,"ti.15100","2","新潟市","sanB.0002","2","　　A 農業，林業",135,15,59,27,20,6,6,1,1,-,-
14,"ti.15100","2","新潟市","sanB.0003","4","　　　　01 農業",133,15,59,26,20,5,6,1,1,-,-
15,"ti.15100","2","新潟市","sanB.0004","4","　　　　02 林業",2,-,-,1,-,1,-,-,-,-,-
16,"ti.15100","2","新潟市","sanB.0005","2","　　B 漁業",4,2,1,-,-,-,1,-,-,-,-
17,"ti.15100","2","新潟市","sanB.0006","4","　　　　03 漁業（水産養殖業を除く）",3,2,-,-,-,-,1,-,-,-,-
18,"ti.15100","2","新潟市","sanB.0007","4","　　　　04 水産養殖業",1,-,1,-,-,-,-,-,-,-,-
19,"ti.15100","2","新潟市","sanB.0008","1","　C～R 非農林漁業（Ｓ公務を除く）",35371,9417,12869,5757,3892,1369,1036,664,251,59,57
20,"ti.15100","2","新潟市","sanB.0009","2","　　C 鉱業，採石業，砂利採取業",8,1,3,-,1,1,1,-,1,-,-
21,"ti.15100","2","新潟市","sanB.0010","4","　　　　05 鉱業，採石業，砂利採取業",8,1,3,-,1,1,1,-,1,-,-
22,"ti.15100","2","新潟市","sanB.0011","2","　　D 建設業",3765,919,1471,665,418,130,90,49,20,2,1
23,"ti.15100","2","新潟市","sanB.0012","4","　　　　06 総合工事業",1533,296,599,292,197,60,53,20,14,1,1
24,"ti.15100","2","新潟市","sanB.0013","4","　　　　07 職別工事業（設備工事業を除く）",1295,425,513,193,115,27,14,8,-,-,-
25,"ti.15100","2","新潟市","sanB.0014","4","　　　　08 設備工事業",935,198,358,180,105,43,23,21,6,1,-
26,"ti.15100","2","新潟市","sanB.0015","2","　　E 製造業",2038,411,635,321,274,131,136,68,35,9,18
27,"ti.15100","2","新潟市","sanB.0016","4","　　　　09 食料品製造業",329,46,77,54,53,20,39,19,9,3,9
28,"ti.15100","2","新潟市","sanB.0017","4","　　　　10 飲料・たばこ・飼料製造業",26,-,6,9,8,1,-,1,1,-,-
29,"ti.15100","2","新潟市","sanB.0018","4","　　　　11 繊維工業",98,22,44,13,13,2,1,2,-,1,-
30,"ti.15100","2","新潟市","sanB.0019","4","　　　　12 木材・木製品製造業（家具を除く）",47,11,18,10,6,-,-,-,1,1,-
