1,"平成28年経済センサス‐活動調査　追加集計","","","","","","","","","","","","",""
2,"","","","","","","第３表　企業産業（中分類）、経営組織（５区分）別企業等数－都道府県、市区町村","","","","","","",""
3,"","","","","","","Table 3  Enterprises, etc. and , by Industry Major Groups, and Legal Organization (5 Groups), for Prefectures and Municipalities","","","","","","",""
4,"","","","","","","","","","","","","",""
5,"","","","","","","keiso5.0000","keiso5.0001","keiso5.0002","keiso5.0003","keiso5.0004","keiso5.0005","keiso5.0006","keiso5.0007"
6,"","","","","","","0","1","2","3","3","3","2","1"
7,"","","","","","","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000"
8,"","","","","","","0","0","0","0","0","0","0","0"
9,"","","","","","","総数(経営組織)","法人","(法人)会社企業","(法人)(会社企業)株式・有限・相互会社","(法人)(会社企業)合名・合資会社","(法人)(会社企業)合同会社","(法人)会社以外の法人","個人"
10,"","","地域","","","企業産業中分類","企業等数","企業等数","企業等数","企業等数","企業等数","企業等数","企業等数","企業等数"
11,"ti.02000","1","青森県","ksanB.0000","0","A～R 全産業（Ｓ公務を除く）",42645,16488,14046,13814,50,182,2442,26157
12,"ti.02000","1","青森県","ksanB.0001","1","　A～B 農林漁業",515,515,336,328,-,8,179,-
13,"ti.02000","1","青森県","ksanB.0002","2","　　A 農業，林業",447,447,288,281,-,7,159,-
14,"ti.02000","1","青森県","ksanB.0003","4","　　　　01 農業",365,365,227,221,-,6,138,-
15,"ti.02000","1","青森県","ksanB.0004","4","　　　　02 林業",82,82,61,60,-,1,21,-
16,"ti.02000","1","青森県","ksanB.0005","2","　　B 漁業",67,67,48,47,-,1,19,-
17,"ti.02000","1","青森県","ksanB.0006","4","　　　　03 漁業（水産養殖業を除く）",55,55,46,45,-,1,9,-
18,"ti.02000","1","青森県","ksanB.0007","4","　　　　04 水産養殖業",12,12,2,2,-,-,10,-
19,"ti.02000","1","青森県","ksanB.0008","1","　C～R 非農林漁業（Ｓ公務を除く）",42130,15973,13710,13486,50,174,2263,26157
20,"ti.02000","1","青森県","ksanB.0009","2","　　C 鉱業，採石業，砂利採取業",20,19,19,19,-,-,-,1
21,"ti.02000","1","青森県","ksanB.0010","4","　　　　05 鉱業，採石業，砂利採取業",20,19,19,19,-,-,-,1
22,"ti.02000","1","青森県","ksanB.0011","2","　　D 建設業",5120,3243,3228,3209,4,15,15,1877
23,"ti.02000","1","青森県","ksanB.0012","4","　　　　06 総合工事業",2542,1793,1786,1778,1,7,7,749
24,"ti.02000","1","青森県","ksanB.0013","4","　　　　07 職別工事業（設備工事業を除く）",1538,722,720,714,1,5,2,816
25,"ti.02000","1","青森県","ksanB.0014","4","　　　　08 設備工事業",1037,725,719,714,2,3,6,312
26,"ti.02000","1","青森県","ksanB.0015","2","　　E 製造業",2438,1348,1301,1288,2,11,47,1090
27,"ti.02000","1","青森県","ksanB.0016","4","　　　　09 食料品製造業",621,310,296,293,-,3,14,311
28,"ti.02000","1","青森県","ksanB.0017","4","　　　　10 飲料・たばこ・飼料製造業",75,68,59,57,-,2,9,7
