1,"平成28年経済センサス‐活動調査　追加集計","","","","","","","","","","","","","","","",""
2,"","","","","","","第１表　産業（中分類）、常用雇用者規模（10区分）別民営事業所数－市区町村","","","","","","","","","",""
3,"","","","","","","Table 1  Establishments, by Industry Major Groups and Size of Regular Employees (10 Groups), for Municipalities - Privately Owned  ","","","","","","","","","",""
4,"","","","","","","","","","","","","","","","",""
5,"","","","","","","joyokibo10.0000","joyokibo10.0001","joyokibo10.0002","joyokibo10.0003","joyokibo10.0004","joyokibo10.0005","joyokibo10.0006","joyokibo10.0007","joyokibo10.0008","joyokibo10.0009","joyokibo10.0010"
6,"","","","","","","0","1","1","1","1","1","1","1","1","1","1"
7,"","","","","","","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000","jsyu1.0000"
8,"","","","","","","0","0","0","0","0","0","0","0","0","0","0"
9,"","","","","","","総数(常用雇用者規模)","0人","1～4人","5～9人","10～19人","20～29人","30～49人","50～99人","100～199人","200～299人","300人以上"
10,"","","地域","","","産業中分類","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数","事業所数"
11,"ti.12100","2","千葉市","sanB.0000","0","A～R 全産業（Ｓ公務を除く）",29326,6116,9853,5448,3961,1546,1204,729,289,88,92
12,"ti.12100","2","千葉市","sanB.0001","1","　A～B 農林漁業",50,5,19,16,3,5,2,-,-,-,-
13,"ti.12100","2","千葉市","sanB.0002","2","　　A 農業，林業",48,5,18,15,3,5,2,-,-,-,-
14,"ti.12100","2","千葉市","sanB.0003","4","　　　　01 農業",46,5,17,15,3,4,2,-,-,-,-
15,"ti.12100","2","千葉市","sanB.0004","4","　　　　02 林業",2,-,1,-,-,1,-,-,-,-,-
16,"ti.12100","2","千葉市","sanB.0005","2","　　B 漁業",2,-,1,1,-,-,-,-,-,-,-
17,"ti.12100","2","千葉市","sanB.0006","4","　　　　03 漁業（水産養殖業を除く）",-,-,-,-,-,-,-,-,-,-,-
18,"ti.12100","2","千葉市","sanB.0007","4","　　　　04 水産養殖業",2,-,1,1,-,-,-,-,-,-,-
19,"ti.12100","2","千葉市","sanB.0008","1","　C～R 非農林漁業（Ｓ公務を除く）",29276,6111,9834,5432,3958,1541,1202,729,289,88,92
20,"ti.12100","2","千葉市","sanB.0009","2","　　C 鉱業，採石業，砂利採取業",1,-,1,-,-,-,-,-,-,-,-
21,"ti.12100","2","千葉市","sanB.0010","4","　　　　05 鉱業，採石業，砂利採取業",1,-,1,-,-,-,-,-,-,-,-
22,"ti.12100","2","千葉市","sanB.0011","2","　　D 建設業",2803,449,1168,591,341,101,81,53,12,2,5
23,"ti.12100","2","千葉市","sanB.0012","4","　　　　06 総合工事業",1118,151,464,248,138,47,32,26,8,1,3
24,"ti.12100","2","千葉市","sanB.0013","4","　　　　07 職別工事業（設備工事業を除く）",794,168,339,160,78,26,16,5,1,-,1
25,"ti.12100","2","千葉市","sanB.0014","4","　　　　08 設備工事業",889,129,364,183,125,28,33,22,3,1,1
26,"ti.12100","2","千葉市","sanB.0015","2","　　E 製造業",1055,174,355,165,121,81,64,49,29,10,7
27,"ti.12100","2","千葉市","sanB.0016","4","　　　　09 食料品製造業",127,10,26,15,15,12,16,15,13,4,1
28,"ti.12100","2","千葉市","sanB.0017","4","　　　　10 飲料・たばこ・飼料製造業",9,1,1,2,2,2,1,-,-,-,-
29,"ti.12100","2","千葉市","sanB.0018","4","　　　　11 繊維工業",56,20,24,5,3,1,2,1,-,-,-
30,"ti.12100","2","千葉市","sanB.0019","4","　　　　12 木材・木製品製造業（家具を除く）",16,3,2,3,2,2,4,-,-,-,-
