1,"平成28年経済センサス‐活動調査　追加集計","","","","","","","","","","","","",""
2,"","","","","","","第３表　企業産業（中分類）、経営組織（５区分）別企業等数－都道府県、市区町村","","","","","","",""
3,"","","","","","","Table 3  Enterprises, etc. and , by Industry Major Groups, and Legal Organization (5 Groups), for Prefectures and Municipalities","","","","","","",""
4,"","","","","","","","","","","","","",""
5,"","","","","","","keiso5.0000","keiso5.0001","keiso5.0002","keiso5.0003","keiso5.0004","keiso5.0005","keiso5.0006","keiso5.0007"
6,"","","","","","","0","1","2","3","3","3","2","1"
7,"","","","","","","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000","jsyu3.0000"
8,"","","","","","","0","0","0","0","0","0","0","0"
9,"","","","","","","総数(経営組織)","法人","(法人)会社企業","(法人)(会社企業)株式・有限・相互会社","(法人)(会社企業)合名・合資会社","(法人)(会社企業)合同会社","(法人)会社以外の法人","個人"
10,"","","地域","","","企業産業中分類","企業等数","企業等数","企業等数","企業等数","企業等数","企業等数","企業等数","企業等数"
11,"ti.07000","1","福島県","ksanB.0000","0","A～R 全産業（Ｓ公務を除く）",62982,30034,26151,25556,370,225,3883,32948
12,"ti.07000","1","福島県","ksanB.0001","1","　A～B 農林漁業",524,524,391,383,2,6,133,-
13,"ti.07000","1","福島県","ksanB.0002","2","　　A 農業，林業",502,502,374,367,1,6,128,-
14,"ti.07000","1","福島県","ksanB.0003","4","　　　　01 農業",407,407,313,307,1,5,94,-
15,"ti.07000","1","福島県","ksanB.0004","4","　　　　02 林業",95,95,61,60,-,1,34,-
16,"ti.07000","1","福島県","ksanB.0005","2","　　B 漁業",21,21,16,15,1,-,5,-
17,"ti.07000","1","福島県","ksanB.0006","4","　　　　03 漁業（水産養殖業を除く）",11,11,10,9,1,-,1,-
18,"ti.07000","1","福島県","ksanB.0007","4","　　　　04 水産養殖業",10,10,6,6,-,-,4,-
19,"ti.07000","1","福島県","ksanB.0008","1","　C～R 非農林漁業（Ｓ公務を除く）",62458,29510,25760,25173,368,219,3750,32948
20,"ti.07000","1","福島県","ksanB.0009","2","　　C 鉱業，採石業，砂利採取業",46,39,34,34,-,-,5,7
21,"ti.07000","1","福島県","ksanB.0010","4","　　　　05 鉱業，採石業，砂利採取業",46,39,34,34,-,-,5,7
22,"ti.07000","1","福島県","ksanB.0011","2","　　D 建設業",8990,5766,5747,5713,17,17,19,3224
23,"ti.07000","1","福島県","ksanB.0012","4","　　　　06 総合工事業",4156,2902,2894,2884,5,5,8,1254
24,"ti.07000","1","福島県","ksanB.0013","4","　　　　07 職別工事業（設備工事業を除く）",2931,1445,1443,1434,4,5,2,1486
25,"ti.07000","1","福島県","ksanB.0014","4","　　　　08 設備工事業",1900,1417,1409,1394,8,7,8,483
26,"ti.07000","1","福島県","ksanB.0015","2","　　E 製造業",5560,3586,3554,3457,82,15,32,1974
27,"ti.07000","1","福島県","ksanB.0016","4","　　　　09 食料品製造業",769,470,460,440,17,3,10,299
28,"ti.07000","1","福島県","ksanB.0017","4","　　　　10 飲料・たばこ・飼料製造業",95,88,84,60,24,-,4,7
